32,26
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,1,1,1,1,
5,5,5,5,5,5,5,5,5,5,5,1,7,1,5,5,5,1,7,6,1,1,2,1,1,1,
1,1,5,2,2,2,1,5,5,5,5,5,5,5,5,5,1,7,7,1,5,5,1,1,1,1,
1,1,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,1,1,5,5,1,1,2,1,1,
1,1,1,5,1,9,7,1,5,5,5,5,5,5,5,5,5,5,5,5,1,7,7,1,6,1,
1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,7,7,1,
1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,7,7,7,6,1,
6,1,1,1,5,5,5,1,1,1,8,8,8,5,5,5,5,5,5,1,1,1,1,5,1,7,
7,6,1,1,1,5,1,1,2,2,1,8,5,5,5,5,5,5,5,5,5,1,1,5,1,1,
6,7,7,1,1,5,1,1,1,1,1,8,8,8,8,8,5,5,5,5,5,5,5,5,5,1,
7,7,7,6,1,1,1,1,7,1,2,2,1,1,1,8,8,5,5,5,5,5,5,5,5,5,
1,7,7,6,1,1,1,1,1,1,1,6,2,1,1,1,8,8,5,5,5,5,5,5,5,5,
1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,8,8,8,5,5,5,5,5,5,5,5,
1,7,7,7,1,1,7,7,1,1,1,1,2,1,8,8,5,5,5,5,5,5,5,5,5,1,
1,7,7,6,1,7,7,7,6,1,1,1,1,1,8,5,5,1,1,1,5,5,5,5,5,5,
1,2,1,1,1,1,6,1,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5,5,1,1,
1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,1,1,1,1,1,1,1,5,1,1,
1,5,5,5,1,1,1,1,1,1,1,1,1,5,5,1,1,4,4,4,1,1,1,5,5,1,
1,5,5,1,2,2,1,1,1,1,1,1,5,5,1,1,1,1,4,4,4,4,1,1,1,1,
1,5,1,1,2,2,2,2,1,1,1,5,5,1,1,1,1,1,1,4,4,1,1,1,1,4,
5,5,5,1,1,2,2,2,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,
5,5,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,4,4,4,1,1,1,1,4,4,
5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,4,4,4,4,1,1,4,4,4,
5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,4,4,1,1,1,1,2,1,4,4,
5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,2,1,1,1,1,1,6,6,4,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,5,1,1,6,4,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,6,
5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,1,1,1,1,1,2,2,1,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,2,2,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,6,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,2,
