32,26
1,1,1,1,6,6,7,6,6,7,7,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,6,6,6,6,7,7,6,6,6,7,6,1,6,1,1,1,1,1,1,1,1,1,1,
1,1,1,2,1,6,6,6,6,7,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,14,15,1,1,1,1,6,6,6,6,1,1,6,1,1,1,2,1,1,1,1,1,1,1,
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,14,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
1,1,7,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,6,1,1,7,1,1,6,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,7,1,1,1,1,1,7,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,7,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,
1,1,1,1,1,1,1,1,6,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,
11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,1,
1,11,11,11,1,1,7,1,1,1,1,1,6,1,1,1,6,1,1,1,11,11,1,1,1,1,
1,1,11,11,11,1,1,1,1,1,1,1,1,1,1,9,1,1,1,2,11,1,1,1,1,1,
1,1,1,11,11,11,11,1,1,1,1,1,1,6,1,1,1,1,11,11,11,1,1,1,1,1,
1,9,1,1,1,11,11,11,11,1,1,1,1,1,1,11,11,11,11,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,7,7,1,1,1,1,1,1,1,1,
1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,6,7,6,1,6,1,1,1,1,1,
6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,6,6,7,6,6,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,11,11,1,1,1,1,6,6,6,1,7,11,11,11,11,11,11,
1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,11,11,1,1,1,
1,2,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,1,1,1,1,1,1,1,1,1,
6,6,1,1,7,6,1,1,1,1,1,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,6,6,1,6,1,1,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,6,6,1,1,1,1,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,7,6,6,6,6,11,11,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6,6,6,6,7,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,
1,6,7,6,6,6,7,6,1,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,
1,1,6,6,6,7,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,
1,6,6,6,6,6,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
