32,26
8,8,8,8,8,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,
8,8,8,8,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,
8,8,8,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,4,4,
8,8,8,1,1,1,1,1,1,1,2,1,1,1,7,7,7,7,7,7,7,7,7,7,7,4,
8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,4,
8,8,8,8,1,1,1,1,1,1,1,1,1,1,2,7,7,7,7,7,7,7,7,7,7,4,
5,5,8,8,1,1,1,2,1,1,1,1,1,1,1,1,1,6,1,7,7,7,7,7,4,4,
5,5,5,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,4,4,
5,5,5,5,8,1,1,1,1,1,1,1,1,1,1,2,1,1,1,6,7,7,7,7,7,4,
5,5,5,5,8,2,1,1,1,1,1,1,1,6,6,1,1,1,7,7,7,7,7,7,7,7,
5,5,5,5,5,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,1,
5,5,5,5,5,1,1,1,1,1,1,6,7,7,7,7,6,1,1,7,7,7,7,7,1,1,
5,5,5,5,5,1,1,7,7,7,7,7,7,7,7,7,1,1,2,1,7,7,7,6,1,1,
5,5,5,5,5,7,7,7,1,1,1,1,7,7,7,1,1,1,1,1,1,7,7,1,1,1,
5,5,5,5,1,1,1,1,1,7,7,7,1,6,1,1,1,1,1,1,1,1,1,1,7,1,
5,5,5,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,
5,5,5,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,2,7,7,7,7,6,
5,5,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1,4,4,1,1,1,7,7,7,7,
5,5,1,1,1,1,7,7,7,1,1,1,1,1,1,1,4,4,4,4,1,1,2,7,7,7,
5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,6,1,1,1,1,7,7,1,
5,1,1,1,1,1,1,1,1,4,4,4,4,6,4,4,4,4,4,4,1,1,1,1,1,1,
1,1,2,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,1,1,1,1,2,1,1,1,
1,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,
1,1,4,2,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,
1,4,4,4,1,1,7,1,1,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,
4,4,4,4,4,1,1,1,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,
4,4,4,4,4,1,1,4,4,4,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,
4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,
4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,7,1,1,1,1,1,1,
