15,32
4,4,4,4,7,7,7,7,7,4,4,4,4,4,4,4,7,7,1,1,1,1,1,1,1,1,4,4,4,4,4,4,
4,4,4,4,4,4,4,7,7,7,4,4,4,4,4,7,7,7,7,1,1,1,7,7,1,2,2,12,13,4,4,4,
4,4,4,4,4,2,9,7,7,7,7,4,4,4,4,4,7,10,7,1,1,7,7,1,1,1,2,14,15,4,4,4,
1,1,4,4,2,1,1,1,2,7,1,1,4,4,4,7,7,1,1,1,1,1,1,1,7,1,1,7,7,4,4,4,
1,1,1,1,1,2,2,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,7,2,7,7,4,4,
1,1,1,1,1,1,1,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,7,1,1,7,7,7,4,4,
1,1,6,1,1,1,7,1,1,1,1,4,4,4,4,1,1,1,7,1,1,1,7,1,1,7,7,7,7,7,7,7,
1,1,1,2,1,1,2,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,4,
1,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,8,8,8,1,1,1,1,1,4,4,4,4,4,4,
7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,5,8,8,8,4,4,4,4,4,5,5,5,5,
1,7,1,1,2,2,7,1,1,1,1,4,4,4,1,8,8,8,5,5,5,5,8,8,4,8,5,5,5,4,4,4,
1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,8,5,5,5,5,5,5,5,8,8,8,5,8,4,7,7,4,
7,7,7,1,1,2,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,8,8,8,9,7,
7,7,7,7,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,
7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,
