24,24
4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,1,1,7,7,7,7,7,
6,4,4,4,4,4,4,4,4,4,7,7,7,7,7,1,1,2,1,1,7,7,7,7,
6,6,4,4,4,4,4,4,4,4,4,7,7,7,1,1,1,1,1,1,1,7,7,7,
7,6,6,2,1,4,4,4,4,4,4,7,7,6,1,1,2,1,1,1,1,7,7,7,
7,7,1,1,2,6,1,4,4,4,4,4,7,1,1,1,1,1,1,1,1,1,7,7,
7,7,7,1,1,1,1,4,4,4,4,4,4,7,1,1,1,1,1,1,1,1,7,7,
1,7,7,1,1,4,4,4,4,4,4,4,4,7,1,1,1,1,1,1,1,1,1,7,
1,1,7,1,1,1,4,4,4,4,4,4,4,4,7,7,1,1,1,7,1,2,1,7,
1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,7,1,1,1,7,7,5,5,
1,1,1,7,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,7,5,5,
5,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,7,1,1,1,1,5,5,
5,5,1,1,1,1,4,4,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,5,
5,5,1,1,1,2,4,4,2,1,1,1,1,1,2,4,4,4,4,1,1,1,1,2,
5,5,1,1,1,4,4,4,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,
5,7,1,1,1,1,4,4,4,4,2,1,1,1,1,4,1,1,1,1,1,1,2,1,
5,1,1,2,1,1,1,4,4,4,4,2,2,4,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,7,1,1,1,
1,1,2,1,1,1,7,7,7,7,4,4,4,4,4,1,1,1,1,1,1,1,1,1,
1,1,1,1,7,7,7,7,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,
7,1,1,1,1,1,7,7,7,7,4,4,4,4,4,4,4,4,4,4,2,1,1,1,
7,7,1,1,1,1,1,1,6,6,7,4,4,4,4,4,4,4,4,2,2,1,1,1,
7,7,7,7,7,1,1,1,6,7,7,7,4,4,4,4,4,4,4,4,4,2,6,6,
7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,
7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
