20,28
1,1,1,1,1,1,1,1,5,1,1,1,4,4,4,4,4,6,6,6,6,6,6,1,2,1,1,1,
1,7,1,1,1,1,1,1,5,5,1,1,1,4,4,4,4,4,6,6,2,1,6,1,1,1,7,1,
1,1,1,1,7,1,1,1,1,5,1,1,2,1,1,4,4,4,1,1,9,7,1,1,1,1,2,1,
1,1,1,7,7,7,1,1,1,5,1,1,1,7,1,2,1,1,1,1,1,1,1,1,8,8,1,1,
1,1,1,1,7,7,7,1,1,5,5,1,1,1,1,1,2,1,1,1,8,8,8,1,8,8,8,8,
1,7,1,1,1,1,7,1,1,8,5,5,8,8,1,1,1,1,1,8,8,5,5,1,8,5,5,8,
1,1,1,1,1,1,1,1,1,8,5,5,5,8,1,7,1,1,8,8,5,5,5,8,8,8,5,5,
1,8,1,1,1,1,1,1,8,8,5,5,1,1,1,1,1,8,8,5,5,5,5,1,5,5,5,5,
8,8,1,1,1,8,8,8,8,5,5,5,1,8,8,8,8,5,5,5,5,5,8,8,5,5,5,5,
8,8,1,1,1,8,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,8,1,1,5,5,5,5,
8,8,1,1,1,1,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,
5,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,5,5,5,5,5,5,1,1,1,5,5,5,
5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,5,5,
5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,4,4,4,1,5,
5,5,5,5,5,1,1,1,4,4,4,1,1,1,1,1,1,1,7,1,1,1,1,1,4,4,4,1,
5,5,5,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,
5,5,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,
5,5,5,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,
5,1,1,1,1,4,4,4,4,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,7,1,1,4,
1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,
