32,32
11,11,11,11,11,8,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,9,9,9,9,8,8,8,11,11,11,11,
11,11,11,11,8,2,2,2,2,2,2,2,2,9,11,11,11,11,11,11,8,2,2,2,2,2,2,2,8,11,11,11,
11,11,11,8,2,1,1,1,1,1,1,1,1,2,9,11,11,11,11,8,2,1,1,1,1,1,1,1,2,8,11,11,
11,11,8,2,1,1,1,1,1,1,1,1,1,1,2,9,11,11,8,2,1,1,1,1,1,1,1,1,1,2,8,11,
11,8,2,1,1,1,1,1,1,1,1,1,1,1,1,2,9,11,2,1,1,1,1,1,1,1,1,1,1,1,2,11,
11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,
11,1,1,1,1,1,11,11,11,11,1,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,
11,1,1,1,1,11,11,11,11,11,11,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,
11,1,1,1,1,8,11,11,11,11,11,11,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,
11,1,1,1,1,2,8,11,11,11,11,11,11,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,11,11,
11,11,1,1,1,1,2,8,11,11,11,11,11,11,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,11,11,11,
11,11,11,1,1,1,1,2,11,11,11,11,11,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,
11,11,11,11,1,1,1,1,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,11,11,11,11,
11,8,8,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,
11,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,11,11,11,11,
11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,8,8,8,11,
11,1,1,11,11,1,1,1,1,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,1,1,11,2,2,2,11,
11,1,1,11,11,1,1,1,11,1,1,1,11,8,8,10,10,10,8,8,8,8,8,11,11,1,1,11,1,1,1,11,
11,1,1,11,11,1,1,1,11,1,1,1,11,2,2,2,2,2,2,2,2,2,2,11,11,1,1,11,1,1,1,11,
11,1,1,11,11,1,1,1,8,1,1,1,11,1,1,1,1,1,1,1,1,1,1,11,11,1,1,11,1,1,1,11,
11,1,1,11,11,1,1,1,2,1,1,1,11,1,1,1,1,11,1,1,1,1,1,11,11,1,1,11,1,1,1,11,
11,3,1,11,11,1,1,1,1,1,1,1,11,1,1,1,1,11,1,1,1,1,1,11,11,1,1,11,1,1,1,11,
11,1,1,11,11,11,11,11,11,1,1,1,11,1,1,1,1,11,1,1,11,11,1,11,11,1,1,11,1,1,1,11,
11,1,1,11,8,8,8,8,8,1,1,1,11,1,1,1,1,11,1,1,10,10,1,11,11,1,1,11,1,1,1,11,
11,1,1,11,2,2,2,2,2,1,1,1,11,1,1,1,1,11,1,1,2,2,1,11,11,1,1,11,1,1,1,11,
11,1,1,11,11,11,11,11,11,1,1,1,11,1,1,1,1,11,1,1,1,1,1,11,11,1,1,11,1,1,1,11,
11,1,3,8,8,11,11,11,11,1,1,1,11,1,1,1,3,11,11,1,1,1,1,11,11,1,1,11,1,1,1,11,
11,1,1,2,2,8,8,11,8,1,1,1,11,1,1,1,1,11,11,11,1,1,1,8,8,1,3,11,1,1,1,11,
11,1,1,1,1,2,2,8,2,1,1,11,11,1,1,1,1,11,11,11,11,1,1,2,2,1,1,8,1,1,1,11,
11,11,1,1,1,1,1,2,1,1,11,11,11,1,1,1,1,11,11,11,11,11,1,1,1,1,1,2,1,1,1,11,
11,11,11,1,1,1,1,1,1,11,11,11,11,1,1,1,1,11,11,11,11,11,11,1,1,1,1,3,1,1,1,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
