23,20
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
11,9,9,9,9,9,11,11,11,11,11,11,11,11,9,9,9,9,9,11,
11,2,2,2,2,11,9,9,9,9,9,9,9,9,11,2,2,2,2,11,
11,1,1,1,11,9,5,5,5,5,5,5,5,5,9,11,1,1,1,11,
11,1,1,11,9,5,4,4,4,4,4,4,4,4,5,9,11,1,1,11,
11,1,1,11,5,4,4,4,4,4,4,4,4,4,4,5,11,1,1,11,
11,1,1,11,4,4,4,4,4,4,4,4,4,4,4,4,11,1,1,11,
11,1,1,11,4,4,4,4,4,4,4,4,4,4,4,4,11,1,1,11,
11,1,1,11,4,4,4,4,4,4,4,4,4,4,4,4,11,1,1,11,
11,1,1,9,11,4,4,4,4,4,4,4,4,4,4,11,9,1,1,11,
11,1,1,2,9,11,4,4,4,4,4,4,4,4,11,9,2,1,1,11,
11,1,1,1,2,9,9,11,4,4,4,4,11,9,9,2,1,1,1,11,
11,1,11,1,1,2,2,11,1,4,4,1,11,2,2,1,1,11,1,11,
11,11,11,11,1,1,1,11,1,4,4,1,11,1,1,1,11,11,11,11,
11,11,11,11,1,1,1,11,1,4,4,1,11,1,1,1,11,11,11,11,
11,11,11,11,1,1,1,11,1,4,4,1,11,1,1,1,11,11,11,11,
11,11,11,11,1,1,1,11,1,4,4,1,11,1,1,1,11,11,11,11,
11,9,11,9,1,1,1,11,1,4,4,1,11,1,1,1,9,11,9,11,
11,2,9,2,1,1,11,11,1,4,4,1,11,11,1,1,2,9,2,11,
11,1,2,1,1,11,11,11,1,4,4,1,11,11,11,1,1,2,1,11,
11,1,1,1,1,9,9,9,9,4,4,9,9,9,9,1,1,1,1,11,
11,1,1,1,1,2,2,2,2,4,4,2,2,2,2,1,1,1,1,11,
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,
