23,26
1,1,1,1,1,7,7,5,7,7,7,7,7,1,7,7,7,7,1,1,1,1,1,2,2,2,
1,1,1,1,1,1,1,5,7,7,7,7,7,1,1,7,7,7,7,1,1,1,1,1,2,1,
1,1,2,1,1,1,1,5,5,7,7,7,1,1,1,1,1,7,7,1,7,1,1,1,1,1,
1,1,1,1,6,1,1,1,5,1,1,1,1,1,1,1,7,7,1,1,1,7,1,1,1,2,
1,1,1,1,1,1,2,1,5,1,1,1,1,1,7,1,2,1,7,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,5,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,6,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,4,7,1,1,1,
1,1,1,1,1,1,1,1,1,5,1,7,1,1,1,1,1,1,1,4,4,4,4,7,1,1,
1,4,4,4,1,1,1,1,1,5,1,1,1,1,1,1,1,4,4,4,4,7,7,7,1,1,
4,4,4,4,4,1,1,1,1,5,5,1,1,10,12,13,10,4,4,4,4,4,7,7,1,1,
4,4,4,4,4,4,4,4,1,1,5,1,8,8,14,15,8,8,4,4,4,4,4,4,1,1,
4,4,4,4,4,4,4,4,4,1,5,5,8,5,5,5,5,8,8,4,4,4,7,7,7,1,
4,4,4,7,4,4,7,7,7,1,8,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,
4,4,7,7,7,7,7,1,8,8,8,5,5,5,5,5,5,5,5,8,8,8,4,4,4,4,
7,7,7,1,1,1,6,1,8,5,5,5,5,5,5,5,5,5,5,5,8,8,1,4,4,4,
7,1,1,1,1,1,1,1,8,8,5,5,5,5,5,5,5,5,5,5,5,8,8,1,1,1,
1,8,8,1,1,1,7,7,1,8,5,5,5,5,5,5,5,5,5,5,5,5,8,1,1,1,
8,8,8,8,8,1,1,7,7,8,8,5,5,5,5,5,5,5,5,5,5,5,8,1,1,1,
8,5,5,5,8,1,1,1,7,1,8,8,5,5,5,5,5,5,5,5,5,5,8,8,1,1,
5,5,5,5,8,8,8,1,1,1,8,8,5,5,5,5,5,5,5,5,5,5,8,8,8,1,
5,5,5,5,5,5,8,1,7,1,8,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,
5,5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,
