22,32
7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,7,1,1,1,
7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,4,4,4,4,4,4,4,4,1,1,6,6,1,1,
7,7,1,1,1,7,1,1,7,1,1,7,7,7,7,1,7,1,1,1,4,4,4,4,4,4,7,7,1,7,6,7,
7,7,7,7,7,1,7,7,7,6,6,1,1,7,7,7,7,7,1,1,1,4,4,4,7,7,7,7,7,7,1,7,
1,7,1,7,1,7,7,1,1,7,7,6,6,6,7,7,7,7,7,7,7,7,1,7,7,7,6,6,6,7,6,7,
7,1,7,7,7,7,1,7,7,7,7,1,7,7,7,7,1,1,7,7,7,7,7,7,7,6,1,1,6,6,7,7,
1,1,1,1,1,7,7,7,7,6,6,7,1,7,1,7,7,1,1,1,1,7,7,1,6,6,6,1,1,7,7,7,
1,1,1,1,1,1,1,1,1,1,1,1,6,1,7,7,1,1,7,1,1,7,7,7,7,7,7,1,1,9,1,1,
1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,7,7,1,1,7,7,7,7,7,1,7,7,7,7,1,1,1,
1,1,1,1,1,1,1,1,1,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,5,5,
1,1,1,1,1,1,5,1,1,1,1,7,6,6,7,1,1,7,7,1,7,7,7,7,7,1,1,1,5,5,5,5,
1,1,1,1,1,1,5,5,5,5,1,1,1,7,6,7,7,1,7,7,7,7,7,7,1,1,5,5,5,5,5,5,
7,1,1,1,1,1,1,5,5,5,5,5,1,8,8,8,1,1,1,1,7,7,1,7,7,5,5,5,5,5,5,5,
7,7,7,1,1,1,1,1,5,5,5,5,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,1,1,
7,7,7,7,7,7,1,1,1,1,5,5,5,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,1,1,1,1,
7,1,7,1,7,7,7,1,1,1,1,1,1,1,8,8,8,8,8,8,8,5,5,5,5,5,1,1,1,6,6,7,
1,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,1,1,1,6,6,7,7,7,
4,7,1,1,1,1,1,1,7,7,1,1,1,1,1,7,7,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,
4,4,4,1,1,1,6,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,4,4,
4,4,4,4,4,7,6,7,1,1,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,4,4,4,
4,4,4,4,4,7,7,6,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,7,7,4,4,7,7,7,1,1,1,7,7,1,7,7,7,7,4,4,4,4,4,4,
